mount_type,fixture_configuration,pole_height_ft,wind_speed_mph,Alaskan Yellow Cedar Poles,Southern Yellow Pine Poles,ero_vista_pole_size
DIRECT EMBEDMENT,Top Mount Fixture,20,115 - 120 MPH,0,0.55,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,20,120 - 130 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,20,130 - 140 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,20,140 - 150 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,20,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,8,Less Than or Equal to 115 MPH,36.11,49.45,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,115 - 120 MPH,32.92,45.18,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,120 - 130 MPH,27.61,38.06,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,130 - 140 MPH,23.39,32.4,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,140 - 150 MPH,19.99,27.84,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,150 - 160 MPH,17.19,24.11,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,Less Than or Equal to 115 MPH,27.42,38.07,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,115 - 120 MPH,24.88,34.67,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,120 - 130 MPH,20.56,28.98,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,130 - 140 MPH,17,24.48,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,140 - 150 MPH,14.12,20.77,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,150 - 160 MPH,11.77,17.61,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,Less Than or Equal to 115 MPH,21.03,30.2,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,115 - 120 MPH,18.8,27.37,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,120 - 130 MPH,15.07,22.43,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,130 - 140 MPH,12.12,18.46,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,140 - 150 MPH,9.74,15.26,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,150 - 160 MPH,7.78,12.64,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,Less Than or Equal to 115 MPH,15.63,23.57,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,115 - 120 MPH,13.74,21.03,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,120 - 130 MPH,10.61,16.83,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,130 - 140 MPH,8.12,13.48,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,140 - 150 MPH,6.12,10.78,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,150 - 160 MPH,4.47,8.57,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,Less Than or Equal to 115 MPH,11.04,17.81,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,115 - 120 MPH,9.45,15.67,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,120 - 130 MPH,6.79,12.09,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,130 - 140 MPH,4.69,9.26,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,140 - 150 MPH,2.98,6.97,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,150 - 160 MPH,1.59,5.09,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,Less Than or Equal to 115 MPH,7.24,13.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,115 - 120 MPH,5.86,11.25,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,120 - 130 MPH,3.58,8.17,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,130 - 140 MPH,1.77,5.73,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,140 - 150 MPH,0,3.77,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,150 - 160 MPH,0,2.15,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,Less Than or Equal to 115 MPH,3.96,9.11,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,115 - 120 MPH,2.77,7.5,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,120 - 130 MPH,0.78,4.82,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,130 - 140 MPH,0,2.69,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,140 - 150 MPH,0,0.98,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,150 - 160 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,Less Than or Equal to 115 MPH,1.07,5.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,115 - 120 MPH,0,4.24,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,120 - 130 MPH,0,1.87,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,130 - 140 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,140 - 150 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,150 - 160 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,Less Than or Equal to 115 MPH,0,2.72,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,115 - 120 MPH,0,1.46,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,120 - 130 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,130 - 140 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,140 - 150 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,150 - 160 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,Less Than or Equal to 115 MPH,71.27,96.76,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,115 - 120 MPH,65.13,88.54,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,120 - 130 MPH,54.9,74.83,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,130 - 140 MPH,46.78,63.95,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,140 - 150 MPH,40.23,55.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,8,150 - 160 MPH,34.87,47.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,Less Than or Equal to 115 MPH,55.05,75.37,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,115 - 120 MPH,50.15,68.82,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,120 - 130 MPH,41.99,57.87,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,130 - 140 MPH,35.51,49.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,140 - 150 MPH,30.18,42.17,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,10,150 - 160 MPH,25.73,36.44,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,Less Than or Equal to 115 MPH,43.86,60.73,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,115 - 120 MPH,39.79,55.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,120 - 130 MPH,32.75,46.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,130 - 140 MPH,27.16,38.9,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,140 - 150 MPH,22.64,32.85,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,12,150 - 160 MPH,18.95,27.89,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,Less Than or Equal to 115 MPH,34.61,49.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,115 - 120 MPH,31.03,44.55,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,120 - 130 MPH,25.08,36.58,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,130 - 140 MPH,20.36,30.23,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,140 - 150 MPH,16.55,25.1,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,14,150 - 160 MPH,13.43,20.93,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,Less Than or Equal to 115 MPH,26.73,39.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,115 - 120 MPH,23.7,35.19,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,120 - 130 MPH,18.64,28.38,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,130 - 140 MPH,14.63,22.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,140 - 150 MPH,11.38,18.63,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,16,150 - 160 MPH,8.73,15.07,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,Less Than or Equal to 115 MPH,20.33,31.14,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,115 - 120 MPH,17.7,27.6,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,120 - 130 MPH,13.33,21.73,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,130 - 140 MPH,9.87,17.06,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,140 - 150 MPH,7.07,13.3,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,18,150 - 160 MPH,4.79,10.22,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,Less Than or Equal to 115 MPH,14.87,24.36,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,115 - 120 MPH,12.58,21.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,120 - 130 MPH,8.78,16.13,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,130 - 140 MPH,5.76,12.06,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,140 - 150 MPH,3.33,8.76,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,20,150 - 160 MPH,1.33,6.07,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,Less Than or Equal to 115 MPH,10,18.54,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,115 - 120 MPH,8,15.82,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,120 - 130 MPH,4.67,11.28,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,130 - 140 MPH,2.04,7.69,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,140 - 150 MPH,0,4.79,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,22,150 - 160 MPH,0,2.42,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,Less Than or Equal to 115 MPH,5.95,13.71,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,115 - 120 MPH,4.18,11.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,120 - 130 MPH,1.23,7.21,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,130 - 140 MPH,0,4,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,140 - 150 MPH,0,1.4,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,24,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,26,Less Than or Equal to 115 MPH,2.12,9.12,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,26,115 - 120 MPH,0.55,6.94,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,26,120 - 130 MPH,0,3.33,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,26,130 - 140 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,26,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,26,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,28,Less Than or Equal to 115 MPH,0,5.23,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,28,115 - 120 MPH,0,3.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,28,120 - 130 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,28,130 - 140 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,28,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,28,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,30,Less Than or Equal to 115 MPH,0,1.44,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,30,115 - 120 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,30,120 - 130 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,30,130 - 140 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,30,140 - 150 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,30,150 - 160 MPH,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,Less Than or Equal to 115 MPH,12.13,13.71,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,115 - 120 MPH,11.14,12.59,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,120 - 130 MPH,9.49,10.73,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,130 - 140 MPH,8.18,9.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,140 - 150 MPH,7.13,8.06,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,150 - 160 MPH,6.17,7.08,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,Less Than or Equal to 115 MPH,10.47,13.71,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,115 - 120 MPH,9.27,12.59,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,120 - 130 MPH,7.26,10.73,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,130 - 140 MPH,5.68,9.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,140 - 150 MPH,4.4,8.06,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,150 - 160 MPH,3.35,6.93,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,Less Than or Equal to 115 MPH,7.05,12.55,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,115 - 120 MPH,6.06,11.23,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,120 - 130 MPH,4.4,8.87,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,130 - 140 MPH,3.09,7,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,140 - 150 MPH,2.03,5.49,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,150 - 160 MPH,1.17,4.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,Less Than or Equal to 115 MPH,4.22,9.04,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,115 - 120 MPH,3.38,7.85,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,120 - 130 MPH,2,5.88,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,130 - 140 MPH,0.9,4.31,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,140 - 150 MPH,0,3.04,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,150 - 160 MPH,0,2.01,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,Less Than or Equal to 115 MPH,1.75,5.96,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,115 - 120 MPH,1.05,4.97,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,120 - 130 MPH,0,3.29,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,130 - 140 MPH,0,1.98,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,140 - 150 MPH,0,0.91,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,Less Than or Equal to 115 MPH,0,3.37,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,115 - 120 MPH,0,2.52,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,120 - 130 MPH,0,1.1,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,130 - 140 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,140 - 150 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,Less Than or Equal to 115 MPH,0,1.12,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,115 - 120 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,120 - 130 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,130 - 140 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,140 - 150 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,150 - 160 MPH,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,Less Than or Equal to 115 MPH,26.2,29.62,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,115 - 120 MPH,24.06,27.2,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,120 - 130 MPH,20.51,23.18,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,130 - 140 MPH,17.68,19.99,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,140 - 150 MPH,15.4,17.41,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,8,150 - 160 MPH,13.54,15.3,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,Less Than or Equal to 115 MPH,26.2,29.62,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,115 - 120 MPH,24.06,27.2,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,120 - 130 MPH,20.27,23.18,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,130 - 140 MPH,16.75,19.99,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,140 - 150 MPH,13.9,17.41,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,10,150 - 160 MPH,11.58,15.3,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,Less Than or Equal to 115 MPH,20.72,29.59,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,115 - 120 MPH,18.51,27.08,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,120 - 130 MPH,14.83,22.19,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,130 - 140 MPH,11.91,18.25,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,140 - 150 MPH,9.55,15.08,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,12,150 - 160 MPH,7.62,12.48,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,Less Than or Equal to 115 MPH,15.36,23.31,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,115 - 120 MPH,13.5,20.79,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,120 - 130 MPH,10.4,16.62,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,130 - 140 MPH,7.95,13.3,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,140 - 150 MPH,5.96,10.63,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,14,150 - 160 MPH,4.34,8.44,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,Less Than or Equal to 115 MPH,10.82,17.59,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,115 - 120 MPH,9.24,15.47,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,120 - 130 MPH,6.62,11.92,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,130 - 140 MPH,4.53,9.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,140 - 150 MPH,2.85,6.83,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,16,150 - 160 MPH,1.48,4.98,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,Less Than or Equal to 115 MPH,7.04,12.91,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,115 - 120 MPH,5.68,11.07,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,120 - 130 MPH,3.43,8.02,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,130 - 140 MPH,1.64,5.6,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,140 - 150 MPH,0,3.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,18,150 - 160 MPH,0,2.04,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,Less Than or Equal to 115 MPH,3.78,8.94,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,115 - 120 MPH,2.61,7.34,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,120 - 130 MPH,0.65,4.69,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,130 - 140 MPH,0,2.58,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,140 - 150 MPH,0,0.88,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,20,150 - 160 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,22,Less Than or Equal to 115 MPH,0.91,5.49,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,22,115 - 120 MPH,0,4.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,22,120 - 130 MPH,0,1.76,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,22,130 - 140 MPH,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,22,140 - 150 MPH,0,0,"6-3/4"" x 6-3/4"""
